Event,Region,Place,Location,Player Name,Deck,Engine
Regional,EU,1st,Netherlands Spijkenisse,Bart,Maliss,Bystial
Regional,EU,2nd,Netherlands Spijkenisse,Dave Vecht,Maliss,Fiendsmith
Regional,EU,Top 4,Netherlands Spijkenisse,iStudying,Ryzeal,No Engine
Regional,EU,Top 4,Netherlands Spijkenisse,Cobbles,Ryzeal,Fiendsmith
Regional,EU,Top 8,Netherlands Spijkenisse,SupremePride,Crystron,No Engine
Regional,EU,Top 8,Netherlands Spijkenisse,"Pak Pamornsut, WTF PAK IN EU??!",Maliss,Bystial
Regional,EU,Top 8,Netherlands Spijkenisse,ChainGregs,White Forest,Azamina FS
Regional,EU,Top 8,Netherlands Spijkenisse,Team Omega,Ryzeal,Fiendsmith
Regional,EU,1st,Spain Gijón,Julio Valls Laporta,Maliss,No Engine
Regional,EU,2nd,Spain Gijón,Kevin Santos Sanchez,Ryzeal,Fiendsmith
Regional,EU,Top 4,Spain Gijón,Mica Voldam,Maliss,Danger
Regional,EU,Top 4,Spain Gijón,Unknown,Ryzeal,Fiendsmith
Regional,EU,Top 8,Spain Gijón,Unknown,Maliss,Bystial
Regional,EU,Top 8,Spain Gijón,@Bara_32,Ryzeal,Mitsurugi
Regional,EU,Top 8,Spain Gijón,Aspron,Voiceless Voice,Fiendsmith
Regional,EU,Top 8,Spain Gijón,Grande Sánchez Francisco Javier,Mermail,No Engine
Regional,EU,1st,France Saintes,Donovan Leblanc,Ryzeal,No Engine
Regional,EU,2nd,France Saintes,Alexandre Le Pat,Ryzeal,Mitsurugi
Regional,EU,Top 4,France Saintes,Thomas Vignaud,Maliss,Bystial
Regional,EU,Top 4,France Saintes,@Caillouman,Ryzeal,No Engine
Regional,EU,Top 8,France Saintes,Axel NoËl,Ryzeal,Fiendsmith Bystial
Regional,EU,Top 8,France Saintes,@SD ,Ryzeal,Fiendsmith
Regional,EU,Top 8,France Saintes,Quentin F.,Ryzeal,Bystial
Regional,EU,Top 8,France Saintes,Tiphaine Thomas,Ryzeal,No Engine
Regional,EU,1st,Italy Palermo,Matteo Mastroianni,Ryzeal,Mitsurugi
Regional,EU,2nd,Italy Palermo,Andrea Militano,Ryzeal,Fiendsmith
Regional,EU,Top 4,Italy Palermo,Don Pelayo TCG,Ryzeal,No Engine
Regional,EU,Top 4,Italy Palermo,Matteo Cannataro,Ryzeal,Fiendsmith Bystial
Regional,EU,Top 8,Italy Palermo,Unknown,Unknown,No Engine
Regional,EU,Top 8,Italy Palermo,Calogero Dirosa,Voiceless Voice,No Engine
Regional,EU,Top 8,Italy Palermo,Massimo Glorioso,Tenpai Dragon,Fiendsmith Bystial
Regional,EU,Top 8,Italy Palermo,Giuseppe Pomo,Ryzeal,Fiendsmith
Regional,EU,1st,Italy Palermo,Unknown,Deck,Engine
Regional,EU,2nd,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 4,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 4,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 8,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 8,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 8,Italy Palermo,Unknown,Deck,Engine
Regional,EU,Top 8,Italy Palermo,Unknown,Deck,Engine
Regional,EU,1st,South Africa Umhlanga,Caleb Amos,Ryzeal,Fiendsmith
Regional,EU,2nd,South Africa Umhlanga,Sandesh Chand,Maliss,No Engine
Regional,EU,Top 4,South Africa Umhlanga,Sashin Naidoo,Ryzeal,No Engine
Regional,EU,Top 4,South Africa Umhlanga,Moegamad Conrad,Maliss,No Engine
Regional,EU,Top 8,South Africa Umhlanga,Preolin Camaren Naidoo,Labrynth,No Engine
Regional,EU,Top 8,South Africa Umhlanga,James Feldman,Maliss,No Engine
Regional,EU,Top 8,South Africa Umhlanga,Tristen Buchan-Swanson,Goblin Biker,No Engine
Regional,EU,Top 8,South Africa Umhlanga,Yubeshin Moodley,Tenpai Dragon,Sky striker
Regional,EU,1st,Ljubljana,Tevz,Maliss,No Engine
Regional,EU,2nd,Ljubljana,RyomenSukuna,Ryzeal,Fiendsmith
Regional,EU,Top 4,Ljubljana,Sbylol,White Forest,Azamina
Regional,EU,Top 4,Ljubljana,Ksvin01,Ryzeal,Fiendsmith
Regional,EU,Top 8,Ljubljana,Blaz Didic.,Ryzeal,Mitsurugi
Regional,EU,Top 8,Ljubljana,Mitja K,Ryzeal,Fiendsmith
Regional,EU,Top 8,Ljubljana,Melvin Sardi,Crystron,No Engine
Regional,EU,Top 8,Ljubljana,Lukas Unterwaditzer,Ryzeal,No Engine
YCS,NA,1st,Orlando Florida,Tayveon Garrett Crowley,Ryzeal,Fiendsmith
YCS,NA,2nd,Orlando Florida,Benjamin Elliot Tamarkin,Ryzeal,Mitsurugi
YCS,NA,Top 4,Orlando Florida,Julien Leo Kehon,Ryzeal,Fiendsmith
YCS,NA,Top 4,Orlando Florida,Jeffrey Michael Alexander Jones,Maliss,Bystial
YCS,NA,Top 8,Orlando Florida,Gabriel Idris Braithwaite,Maliss,Bystial
YCS,NA,Top 8,Orlando Florida,Darmond Rushaunn Dixon,Ryzeal,No Engine
YCS,NA,Top 8,Orlando Florida,Ethan Scott Crowe,Ryzeal,Fiendsmith
YCS,NA,Top 8,Orlando Florida,Clifton Scott Land II,Ryzeal,Fiendsmith
YCS,NA,Top 16,Orlando Florida,Logan Michael Kite,Maliss,Bystial
YCS,NA,Top 16,Orlando Florida,Michael Joseph Gold Jr.,Maliss,Fiendsmith
YCS,NA,Top 16,Orlando Florida,Aditya Shirish Dharap,Maliss,Bystial
YCS,NA,Top 16,Orlando Florida,Jose Luis Santiago Torres,Ryzeal,Fiendsmith
YCS,NA,Top 16,Orlando Florida,David July Flores,Ryzeal,Fiendsmith
YCS,NA,Top 16,Orlando Florida,Manan Bhandari,Ryzeal,Mitsurugi
YCS,NA,Top 16,Orlando Florida,Adrian Gonzalez,Ryzeal,No Engine
YCS,NA,Top 16,Orlando Florida,Derek Charles Mead,Tenpai Dragon,Sky Striker
YCS,NA,Top 32,Orlando Florida,David Deandre Golightly,Kashtira,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Christopher David Cushman,Maliss,Bystial
YCS,NA,Top 32,Orlando Florida,Robert Taylor Weathers,Maliss,Bystial
YCS,NA,Top 32,Orlando Florida,Minh Le Pham,Maliss,Bystial
YCS,NA,Top 32,Orlando Florida,Alexander Durham Jarvis,Maliss,Bystial
YCS,NA,Top 32,Orlando Florida,Brandon Chang,Mermail,No Engine
YCS,NA,Top 32,Orlando Florida,Carlos Luis Perozo Moreno,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Hisam Yasser Jawhari,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,George Lucas Sacco,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Levi James Dudley,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Dante Alfredo Silano,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Mitchell Ryan Martin,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Adriel Ernst Pierre Pierre,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Colin Blake Goodrich,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Denis Nadas,Ryzeal,Fiendsmith
YCS,NA,Top 32,Orlando Florida,Jesse Dean Kotton,Ryzeal,Mitsurugi
YCS,NA,Top 64,Orlando Florida,Sebastian Wesley Todd,Fiendsmith,Bystial
YCS,NA,Top 64,Orlando Florida,Cristian Rafael Urena,Fiendsmith,Bystial
YCS,NA,Top 64,Orlando Florida,Mario Angelo De Micco,Fiendsmith,Bystial
YCS,NA,Top 64,Orlando Florida,Carlos Gabriel Baez Velez,Maliss,Fiendsmith
YCS,NA,Top 64,Orlando Florida,James Miles Valentino,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Minsu Park,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Micheal Kyle Walters,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Andrew Colin Williams,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Michael Joseph Ehresman,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Richard N. NJ An,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Jean Paul Alberto Perez Alonzo,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Matthew Evan Harris Vanden,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Duncan Henry Tucker,Maliss,Bystial
YCS,NA,Top 64,Orlando Florida,Stephen Scott Klaus,Mermail,No Engine
YCS,NA,Top 64,Orlando Florida,Sebastian Andres Sanchez,Primite,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Justin Chase Russell,Ryzeal,Fiendsmith
YCS,NA,Top 64,Orlando Florida,Shaw Rai,Ryzeal,Fiendsmith
YCS,NA,Top 64,Orlando Florida,Logan Patrick Johnson,Ryzeal,Fiendsmith
YCS,NA,Top 64,Orlando Florida,Mi Blythe Windus,Ryzeal,Fiendsmith
YCS,NA,Top 64,Orlando Florida,John Alexander Wilkin,Ryzeal,Fiendsmith
YCS,NA,Top 64,Orlando Florida,Johnson Mitchell Griggs,Ryzeal,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Bailey Chandler Peters,Ryzeal,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Giancarlo Valdez Tolentino,Ryzeal,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Julian Andrew Cresto,Ryzeal,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Rolando Yahir Lourido Matos,Ryzeal,Fiendsmith Bystial
YCS,NA,Top 64,Orlando Florida,Daniel Coto Grosser,Ryzeal,Mitsurugi
YCS,NA,Top 64,Orlando Florida,Steven Trifunoski,Ryzeal,Mitsurugi
YCS,NA,Top 64,Orlando Florida,Nathan Shigeo Shimada,Ryzeal,Mitsurugi
YCS,NA,Top 64,Orlando Florida,Carlos Daniel Marrero Cortina,Ryzeal,Mitsurugi
YCS,NA,Top 64,Orlando Florida,Luka Kovac,Ryzeal,No Engine
YCS,NA,Top 64,Orlando Florida,Steven Santoli,Ryzeal,No Engine
YCS,NA,Top 64,Orlando Florida,Trevor Lee McInnes,Tenpai Dragon,Fiendsmith Bystial
Regional,NA,1st,Lubbock Texas,Israel Figueroa,Maliss,Bystial
Regional,NA,2nd,Lubbock Texas,Caden Ricky Mau,Maliss,No Engine
Regional,NA,Top 4,Lubbock Texas,Todd Davlin Denning,Unknown,No Engine
Regional,NA,Top 4,Lubbock Texas,Tyler Ray Wilson,Crystron,No Engine
Regional,NA,Top 8,Lubbock Texas,Javier Portillo Chavez,Unknown,No Engine
Regional,NA,Top 8,Lubbock Texas,Brian Lee Perez,Maliss,No Engine
Regional,NA,Top 8,Lubbock Texas,Ramon Matthew Turner Jr.,White Forest,Azamina
Regional,NA,Top 8,Lubbock Texas,Roberto Carlos Flotte,Ryzeal,Fiendsmith
Regional,NA,1st,Winnipeg MB Canada,Gabriel Christopher Noel Neapew,Crystron,No Engine
Regional,NA,2nd,Winnipeg MB Canada,Mark Anthony Banderada Gonzales,Unknown,No Engine
Regional,NA,Top 4,Winnipeg MB Canada,Mark Allen Saliva,Unknown,No Engine
Regional,NA,Top 4,Winnipeg MB Canada,Rob Chester Nava Domingo,Maliss,Bystial
Regional,NA,Top 8,Winnipeg MB Canada,Eric John Frederick Niemi,Ryzeal,Fiendsmith
Regional,NA,Top 8,Winnipeg MB Canada,Joshua Zachary Smith,White Forest,Azamina
Regional,NA,Top 8,Winnipeg MB Canada,Jeremiah Stephen Pagulayan,Ryzeal,Mitsurugi
Regional,NA,Top 8,Winnipeg MB Canada,Joshua Donald Chicago,Kashtira,Fiendsmith
Regional,SA,1st,Buenos Aires Argentina,Leandro Riolo,Ryzeal,Fiendsmith
Regional,SA,2nd,Buenos Aires Argentina,Tomas Dughera,Ryzeal,Fiendsmith
Regional,SA,Top 4,Buenos Aires Argentina,Luis Sequera,Mermail,No Engine
Regional,SA,Top 4,Buenos Aires Argentina,Francisco Zunino,Ryzeal,No Engine
Regional,SA,Top 8,Buenos Aires Argentina,Nicolas Caceres,Memento,Goblin Biker
Regional,SA,Top 8,Buenos Aires Argentina,Jonathan Mujica,Crystron,Horus
Regional,SA,Top 8,Buenos Aires Argentina,Nazareno Leone,Voiceless Voice,No Engine
Regional,SA,Top 8,Buenos Aires Argentina,Ezequiel Ledesma -,Tenpai Dragon,Sky Striker
Regional,SA,1st,La Paz Bolivia,Eddie Alba,Ryzeal,No Engine
Regional,SA,2nd,La Paz Bolivia,Alberzon Ajata,Maliss,No Engine
Regional,SA,Top 4,La Paz Bolivia,Jose Estrada,Tenpai Dragon,No Engine
Regional,SA,Top 4,La Paz Bolivia,Edson Ramirez,Ryzeal,No Engine
Regional,SA,Top 8,La Paz Bolivia,Bacarreza Castro Cristian Carlos,Ogdoadic,Mitsurugi
Regional,SA,Top 8,La Paz Bolivia,Chavez Andrade Gary Roger,Unknown,No Engine
Regional,SA,Top 8,La Paz Bolivia,Villafuerte Rueda Raul,Unknown,No Engine
Regional,SA,Top 8,La Paz Bolivia,Alfredo Crespo Bedregal,Maliss,Bystial
Regional,SA,1st,Concepción Chile,Jose Pedro Opazo Bustos,Centur-Ion,Bystial
Regional,SA,2nd,Concepción Chile,Lucas Eduardo Constanzo Ramirez,Ice Barrier,No Engine
Regional,SA,Top 4,Concepción Chile,Benjamin Fernandez Guerra,Ryzeal,Fiendsmith
Regional,SA,Top 4,Concepción Chile,Diego Isaac Garrido Contreras,Maliss,No Engine
Regional,SA,Top 8,Concepción Chile,Victor Hernan Herrera Merino,Maliss,Sky Stricker
Regional,SA,Top 8,Concepción Chile,Jose Antonio Castillo Aramundiz,Maliss,No Engine
Regional,SA,Top 8,Concepción Chile,Pedro Pablo Gallardo Robinson,Kashtira,Fiendsmith Bystial
Regional,SA,Top 8,Concepción Chile,Leonardo Alonso Cisternas,Ryzeal,No Engine
Regional,CA,1st,Mexico City Mexico,Misael Garcia Garcia,Maliss,Bystial
Regional,CA,2nd,Mexico City Mexico,Sergio Vargas Nava,Salamangreat,No Engine
Regional,CA,Top 4,Mexico City Mexico,Angel Ibarra Barcenas,Tenpai Dragon,Fiendsmith Bystial
Regional,CA,Top 4,Mexico City Mexico,Francisco Rodrigo Raya Farela,Ryzeal,No Engine
Regional,CA,Top 8,Mexico City Mexico,Aldo Eduardo Zenteno Leon,Unknown,No Engine
Regional,CA,Top 8,Mexico City Mexico,Usbaldo Adan Almendariz Jalomo,Phantom Knight,Goblin Biker
Regional,CA,Top 8,Mexico City Mexico,Jose Miguel Frias Molgora,Unknown,No Engine
Regional,CA,Top 8,Mexico City Mexico,Rodrigo Alonso Barajas,Crystron,Azamina Kash
Regional,SA,1st,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,2nd,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 4,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 4,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 8,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 8,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 8,Pereira Colombia,Unknown,Unknown,No Engine
Regional,SA,Top 8,Pereira Colombia,Unknown,Unknown,No Engine
Regional,CA,1st,Panama Panama,Jose Arrocha Castillo,Ryzeal,Mitsurugi
Regional,CA,2nd,Panama Panama,Eric Jose Loo Liao,Tenpai Dragon,Kashtira
Regional,CA,Top 4,Panama Panama,Ruben Dario Gonzales Carcamo,Ryzeal,Fiendsmith
Regional,CA,Top 4,Panama Panama,Anyelo Javier Navarro Castillo,Ryzeal,Fiendsmith
Regional,CA,Top 8,Panama Panama,Ariel Duran,Ryzeal,Fiendsmith
Regional,CA,Top 8,Panama Panama,Jose Nuñez,Branded,No Engine
Regional,CA,Top 8,Panama Panama,Rolando Gordon,Stun,No Engine
Regional,CA,Top 8,Panama Panama,Fernando Zhong,Maliss,Bystial
Regional,EU,1st,Ireland Dublin,Luke Murtagh ,Memento,No Engine
Regional,EU,2nd,Ireland Dublin,Vote4Circular2025,Maliss,Bystial
Regional,EU,Top 4,Ireland Dublin,Skua777,Maliss,Azamina FS
Regional,EU,Top 4,Ireland Dublin,Pspy,Ryzeal,Fiendsmith
Regional,EU,Top 8,Ireland Dublin,0hgan,Ryzeal,Fiendsmith Bystial
Regional,EU,Top 8,Ireland Dublin,Lorcan Dunne,Ryzeal,Mitsurugi
Regional,EU,Top 8,Ireland Dublin,_MDgamer,Ryzeal,Fiendsmith
Regional,EU,Top 8,Ireland Dublin,Finnian21,Maliss,Bystial
Regional,EU,1st,France Antony,Ludovic lefevre ,Ryzeal,No Engine
Regional,EU,2nd,France Antony,Gabriel soussi,Maliss,Bystial
Regional,EU,Top 4,France Antony,Vincent Hammouche,Ryzeal,Mitsurugi
Regional,EU,Top 4,France Antony,Alexandre Diego,Fiendsmith,Runick
Regional,EU,Top 8,France Antony,Frozennphoenix,Unknown,No Engine
Regional,EU,Top 8,France Antony,Guillaume Peria,Ryzeal,No Engine
Regional,EU,Top 8,France Antony,Dieudonné Muaka,Ryzeal,Fiendsmith
Regional,EU,Top 8,France Antony,NSE Surgelateur,Unknown,No Engine
Regional,EU,1st,Italy Milano,Giuseppe Tarsitano,Ryzeal,Fiendsmith
Regional,EU,2nd,Italy Milano,Giuseppe Marra,Tenpai Dragon,Fiendsmith bystial
Regional,EU,Top 4,Italy Milano,Ronchi Andrea,Ryzeal,Mitsurugi
Regional,EU,Top 4,Italy Milano,Daniele Balbo,Yubel,Fiendsmith
Regional,EU,Top 8,Italy Milano,Giacomo Sandri,Memento,No Engine
Regional,EU,Top 8,Italy Milano,Federico Molin,Ryzeal,No Engine
Regional,EU,Top 8,Italy Milano,Luca Grassi,Ryzeal,Fiendsmith
Regional,EU,Top 8,Italy Milano,Pietro Masneri,White Forest,Azamina
Regional,EU,1st,Italy Roma (RM),Gianni Barone,Ryzeal,Fiendsmith
Regional,EU,2nd,Italy Roma (RM),Unknown,Unknown,No Engine
Regional,EU,Top 4,Italy Roma (RM),Unknown,Unknown,No Engine
Regional,EU,Top 4,Italy Roma (RM),Luca Manfredini,Maliss,No Engine
Regional,EU,Top 8,Italy Roma (RM),Unknown,Unknown,No Engine
Regional,EU,Top 8,Italy Roma (RM),Unknown,Unknown,No Engine
Regional,EU,Top 8,Italy Roma (RM),Sasha Tirabassi,Tenpai Dragon,Fiendsmith
Regional,EU,Top 8,Italy Roma (RM),Giuseppe Mincione,Ryzeal,Fiendsmith
Regional,EU,1st,UK Newcastle,Jamie Twigg,Maliss,Bystial
Regional,EU,2nd,UK Newcastle,Cameron Whittaker,Ryzeal,Mitsurugi
Regional,EU,Top 4,UK Newcastle,Jake McGee,Ryzeal,No Engine
Regional,EU,Top 4,UK Newcastle,Nick Hopper ,Ryzeal,Mitsurugi
Regional,EU,Top 8,UK Newcastle,Owen Wilson,Ryzeal,Fiendsmith
Regional,EU,Top 8,UK Newcastle,Callum Lawrie,Ryzeal,Mitsurugi
Regional,EU,Top 8,UK Newcastle,Dan Pearson,Ryzeal,Fiendsmith
Regional,EU,Top 8,UK Newcastle,Unknown,Unknown,No Engine
Regional,EU,1st,Switzerland Winterthur,Tom Luca Menzel,Ryzeal,Mitsurugi
Regional,EU,2nd,Switzerland Winterthur,Julian Beltrmae,Maliss,No Engine
Regional,EU,Top 4,Switzerland Winterthur,Patrick Schepmann,Ryzeal,No Engine
Regional,EU,Top 4,Switzerland Winterthur,Elmahdi Zoubi,Ryzeal,No Engine
Regional,EU,Top 8,Switzerland Winterthur,Seiya Yamashita,White Forest,Azamina
Regional,EU,Top 8,Switzerland Winterthur,Keanu Kockott,Maliss,No Engine
Regional,EU,Top 8,Switzerland Winterthur,Tim Schaffranek,Maliss,Kashtira
Regional,EU,Top 8,Switzerland Winterthur,Jarden Kalkman,Unknown,No Engine
YCS,EU,1st,BIRMINGHAM EN,Dinh-Kha Bui,Fire King,No Engine
YCS,EU,2nd,BIRMINGHAM EN,Shanxiao Wan,Maliss,Bystial
YCS,EU,Top 4,BIRMINGHAM EN,Marvin Kammerer,Ryzeal,No Engine
YCS,EU,Top 4,BIRMINGHAM EN,Nils Svensson,Mermail,No Engine
YCS,EU,Top 8,BIRMINGHAM EN,Danilo Siracusa,Maliss,No Engine
YCS,EU,Top 8,BIRMINGHAM EN,Jérémy Servary,Ryzeal,No Engine
YCS,EU,Top 8,BIRMINGHAM EN,Thomas Parsons,Ryzeal,No Engine
YCS,EU,Top 8,BIRMINGHAM EN,Dominik Strunz,White Forest,Azamina FS
YCS,EU,Top 16,BIRMINGHAM EN,Khaled Kbies,Memento,Fiendsmith
YCS,EU,Top 16,BIRMINGHAM EN,Davide Giannoccaro,Memento,No Engine
YCS,EU,Top 16,BIRMINGHAM EN,Théo Ruiz,Memento,Fiendsmith
YCS,EU,Top 16,BIRMINGHAM EN,Joo-Ho Ahn,Ryzeal,Mitsurugi
YCS,EU,Top 16,BIRMINGHAM EN,Noël Hamel,Ryzeal,Fiendsmith
YCS,EU,Top 16,BIRMINGHAM EN,Konrad Müller,Ryzeal,Mitsurugi
YCS,EU,Top 16,BIRMINGHAM EN,Jonas Rau,Ryzeal,Fiendsmith
YCS,EU,Top 16,BIRMINGHAM EN,Jan Hornig,Ryzeal,Fiendsmith
YCS,EU,Top 32,BIRMINGHAM EN,Basilis Tsimploulis,Branded,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Cristian Urena,Fiendsmith,Bystial
YCS,EU,Top 32,BIRMINGHAM EN,Richard Mortlock,Maliss,Bystial
YCS,EU,Top 32,BIRMINGHAM EN,Ben Thornton,Maliss,Bystial
YCS,EU,Top 32,BIRMINGHAM EN,Damien Valla,Maliss,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Oden Chaikin-rush,Maliss,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Matthew Collins,Mermail,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Ryan Ross,Ryzeal,Fiendsmith
YCS,EU,Top 32,BIRMINGHAM EN,Anthony Lopes,Ryzeal,Fiendsmith
YCS,EU,Top 32,BIRMINGHAM EN,Jaro Schaab,Ryzeal,Fiendsmith
YCS,EU,Top 32,BIRMINGHAM EN,Alexandre Xu,Ryzeal,Mitsurugi
YCS,EU,Top 32,BIRMINGHAM EN,Carl-Philipp Blaschke,Ryzeal,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Cormac Adams,Ryzeal,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Alberto Barzan,Ryzeal,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Adrian Wößner,Ryzeal,No Engine
YCS,EU,Top 32,BIRMINGHAM EN,Marco Riese,Ryzeal,Fiendsmith
YCS,EU,Top 64,BIRMINGHAM EN,Kyle Wallace,Crystron,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Richard Schaber,Fiendsmith,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Cameron Waddoups,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Alexandre Petitjean,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Gabriel Soussi,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Bart Ladru,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Southen Beau,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Dan Kiernan,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Jack Stocks,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Ryan Amassier,Maliss,Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Tom Kleinegräber,Maliss,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Evgeni Ganev,Maliss,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Pasha Gandomcar,Memento,Fiendsmith
YCS,EU,Top 64,BIRMINGHAM EN,Elle Brennan,Memento,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Timoti Baggio,Ryzeal,Fiendsmith
YCS,EU,Top 64,BIRMINGHAM EN,Marco Parenti,Ryzeal,Fiendsmith
YCS,EU,Top 64,BIRMINGHAM EN,Roselle Thorkildsen,Ryzeal,Fiendsmith
YCS,EU,Top 64,BIRMINGHAM EN,Jordan Gallacher,Ryzeal,Mitsurugi
YCS,EU,Top 64,BIRMINGHAM EN,Lorenzo Muselli,Ryzeal,Mitsurugi
YCS,EU,Top 64,BIRMINGHAM EN,David Atienza,Ryzeal,Mitsurugi
YCS,EU,Top 64,BIRMINGHAM EN,Cesare Di Giansante,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Thomas Ferrari,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Gabriel Netz,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Kostis Girtsekis,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Matteo Anelli,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Elmahdi Zoubi,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Gabriel Nill,Ryzeal,No Engine
YCS,EU,Top 64,BIRMINGHAM EN,Ben Kreutzkamp,Ryzeal,Trap Trix
YCS,EU,Top 64,BIRMINGHAM EN,Giuseppe Marra,Tenpai Dragon,Fiendsmith Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Jack Verma,Tenpai Dragon,Fiendsmith Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Alfie Jenkin,Tenpai Dragon,Fiendsmith Bystial
YCS,EU,Top 64,BIRMINGHAM EN,Kristoffer Nielsen,Tenpai Dragon,Fiendsmith Bystial
Remote Duel YCS,CA,1st,Remote Duel LATAM,Carlos Rafael Mejia Guardian,Ryzeal,Mitsurugi
Remote Duel YCS,CA,2nd,Remote Duel LATAM,Jhon David Guerrero Sanchez,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 4,Remote Duel LATAM,Luciano Jeronimo Bregion,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 4,Remote Duel LATAM,Tomas Dughera,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 8,Remote Duel LATAM,Luis Alfredo Sierra Villa,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 8,Remote Duel LATAM,Oscar Eduardo Espinoza Mendez,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 8,Remote Duel LATAM,Leonardo Nieto Aguirre,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 8,Remote Duel LATAM,Omar Alejandro Viveros Luis,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Sebastian Muralles Quezada,Maliss,Bystial
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Gabriele Villanueva Parasi Jr.,Maliss,Bystial
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Josue Samuel Becerra Duque,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Christopher Alvarado De La O,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Raul Alfredo Valdez Bulus,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Sebastian Alonso Serna Samame,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Gerald Solis Alvarez,Stun,No Engine
