Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
Regional;SA;Top 8;Trujillo Peru;Victor Manuel Gonzales Merejildo;Maliss;No Engine;7
Regional;SA;Top 8;Trujillo Peru;Alvaro Fernando Ponce Peralta;Ryzeal;Fiendsmith;7
Regional;SA;Top 8;Trujillo Peru;Jorge Luis Lengua Navarro;Ryzeal;Mitsurugi;7
Regional;SA;Top 8;Trujillo Peru;Renato Romero Lopez;Ryzeal;Fiendsmith;7
Regional;EU;1st;Netherlands Spijkenisse;Bart;Maliss;Bystial;7
Regional;EU;2nd;Netherlands Spijkenisse;Dave Vecht;Maliss;Fiendsmith;7
Regional;EU;Top 4;Netherlands Spijkenisse;iStudying;Ryzeal;No Engine;7
Regional;EU;Top 4;Netherlands Spijkenisse;Cobbles;Ryzeal;Fiendsmith;7
Regional;EU;Top 8;Netherlands Spijkenisse;SupremePride;Crystron;No Engine;7
Regional;EU;Top 8;Netherlands Spijkenisse;Pak Pamornsut;Maliss;Bystial;7
Regional;EU;Top 8;Netherlands Spijkenisse;ChainGregs;White Forest;Azamina;7
Regional;EU;Top 8;Netherlands Spijkenisse;Team Omega;Ryzeal;Fiendsmith;7
Regional;EU;1st;Spain Gijón;Julio Valls Laporta;Maliss;No Engine;7
Regional;EU;2nd;Spain Gijón;Kevin Santos Sanchez;Ryzeal;Fiendsmith;7
Regional;EU;Top 4;Spain Gijón;Mica Voldam;Maliss;Danger;7
Regional;EU;Top 4;Spain Gijón;Unknown;Ryzeal;Fiendsmith;7
Regional;EU;Top 8;Spain Gijón;Unknown;Maliss;Bystial;7
Regional;EU;Top 8;Spain Gijón;@Bara_32;Ryzeal;Mitsurugi;7
Regional;EU;Top 8;Spain Gijón;Aspron;Voiceless Voice;Fiendsmith;7
Regional;EU;Top 8;Spain Gijón;Grande Sánchez Francisco Javier;Mermail;No Engine;7
Regional;EU;1st;France Saintes;Donovan Leblanc;Ryzeal;No Engine;7
Regional;EU;2nd;France Saintes;Alexandre Le Pat;Ryzeal;Mitsurugi;7
Regional;EU;Top 4;France Saintes;Thomas Vignaud;Maliss;Bystial;7
Regional;EU;Top 4;France Saintes;@Caillouman;Ryzeal;No Engine;7
Regional;EU;Top 8;France Saintes;Axel NoËl;Ryzeal;Fiendsmith Bystial;7
Regional;EU;Top 8;France Saintes;@SD ;Ryzeal;Fiendsmith;7
Regional;EU;Top 8;France Saintes;Quentin F.;Ryzeal;Bystial;7
Regional;EU;Top 8;France Saintes;Tiphaine Thomas;Ryzeal;No Engine;7
Regional;EU;1st;Italy Palermo;Matteo Mastroianni;Ryzeal;Mitsurugi;7
Regional;EU;2nd;Italy Palermo;Andrea Militano;Ryzeal;Fiendsmith;7
Regional;EU;Top 4;Italy Palermo;Don Pelayo TCG;Ryzeal;No Engine;7
Regional;EU;Top 4;Italy Palermo;Matteo Cannataro;Ryzeal;Fiendsmith Bystial;7
Regional;EU;Top 8;Italy Palermo;Calogero Dirosa;Voiceless Voice;No Engine;7
Regional;EU;Top 8;Italy Palermo;Massimo Glorioso;Tenpai Dragon;Fiendsmith Bystial;7
Regional;EU;Top 8;Italy Palermo;Giuseppe Pomo;Ryzeal;Fiendsmith;7
Regional;EU;1st;South Africa Umhlanga;Caleb Amos;Ryzeal;Fiendsmith;7
Regional;EU;2nd;South Africa Umhlanga;Sandesh Chand;Maliss;No Engine;7
Regional;EU;Top 4;South Africa Umhlanga;Sashin Naidoo;Ryzeal;No Engine;7
Regional;EU;Top 4;South Africa Umhlanga;Moegamad Conrad;Maliss;No Engine;7
Regional;EU;Top 8;South Africa Umhlanga;Preolin Camaren Naidoo;Labrynth;No Engine;7
Regional;EU;Top 8;South Africa Umhlanga;James Feldman;Maliss;No Engine;7
Regional;EU;Top 8;South Africa Umhlanga;Tristen Buchan-Swanson;Goblin Biker;No Engine;7
Regional;EU;Top 8;South Africa Umhlanga;Yubeshin Moodley;Tenpai Dragon;Sky Striker;7
Regional;EU;1st;Ljubljana;Tevz;Maliss;No Engine;7
Regional;EU;2nd;Ljubljana;RyomenSukuna;Ryzeal;Fiendsmith;7
Regional;EU;Top 4;Ljubljana;Sbylol;White Forest;Azamina;7
Regional;EU;Top 4;Ljubljana;Ksvin01;Ryzeal;Fiendsmith;7
Regional;EU;Top 8;Ljubljana;Blaz Didic.;Ryzeal;Mitsurugi;7
Regional;EU;Top 8;Ljubljana;Mitja K;Ryzeal;Fiendsmith;7
Regional;EU;Top 8;Ljubljana;Melvin Sardi;Crystron;No Engine;7
Regional;EU;Top 8;Ljubljana;Lukas Unterwaditzer;Ryzeal;No Engine;7
YCS;NA;1st;Orlando Florida;Tayveon Garrett Crowley;Ryzeal;Fiendsmith;8
YCS;NA;2nd;Orlando Florida;Benjamin Elliot Tamarkin;Ryzeal;Mitsurugi;8
YCS;NA;Top 4;Orlando Florida;Julien Leo Kehon;Ryzeal;Fiendsmith;8
YCS;NA;Top 4;Orlando Florida;Jeffrey Michael Alexander Jones;Maliss;Bystial;8
YCS;NA;Top 8;Orlando Florida;Gabriel Idris Braithwaite;Maliss;Bystial;8
YCS;NA;Top 8;Orlando Florida;Darmond Rushaunn Dixon;Ryzeal;No Engine;8
YCS;NA;Top 8;Orlando Florida;Ethan Scott Crowe;Ryzeal;Fiendsmith;8
YCS;NA;Top 8;Orlando Florida;Clifton Scott Land II;Ryzeal;Fiendsmith;8
YCS;NA;Top 16;Orlando Florida;Logan Michael Kite;Maliss;Bystial;8
YCS;NA;Top 16;Orlando Florida;Michael Joseph Gold Jr.;Maliss;Fiendsmith;8
YCS;NA;Top 16;Orlando Florida;Aditya Shirish Dharap;Maliss;Bystial;8
YCS;NA;Top 16;Orlando Florida;Jose Luis Santiago Torres;Ryzeal;Fiendsmith;8
YCS;NA;Top 16;Orlando Florida;David July Flores;Ryzeal;Fiendsmith;8
YCS;NA;Top 16;Orlando Florida;Manan Bhandari;Ryzeal;Mitsurugi;8
YCS;NA;Top 16;Orlando Florida;Adrian Gonzalez;Ryzeal;No Engine;8
YCS;NA;Top 16;Orlando Florida;Derek Charles Mead;Tenpai Dragon;Sky Striker;8
YCS;NA;Top 32;Orlando Florida;David Deandre Golightly;Kashtira;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Christopher David Cushman;Maliss;Bystial;8
YCS;NA;Top 32;Orlando Florida;Robert Taylor Weathers;Maliss;Bystial;8
YCS;NA;Top 32;Orlando Florida;Minh Le Pham;Maliss;Bystial;8
YCS;NA;Top 32;Orlando Florida;Alexander Durham Jarvis;Maliss;Bystial;8
YCS;NA;Top 32;Orlando Florida;Brandon Chang;Mermail;No Engine;8
YCS;NA;Top 32;Orlando Florida;Carlos Luis Perozo Moreno;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Hisam Yasser Jawhari;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;George Lucas Sacco;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Levi James Dudley;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Dante Alfredo Silano;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Mitchell Ryan Martin;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Adriel Ernst Pierre Pierre;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Colin Blake Goodrich;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Denis Nadas;Ryzeal;Fiendsmith;8
YCS;NA;Top 32;Orlando Florida;Jesse Dean Kotton;Ryzeal;Mitsurugi;8
YCS;NA;Top 64;Orlando Florida;Sebastian Wesley Todd;Fiendsmith;Bystial;8
YCS;NA;Top 64;Orlando Florida;Cristian Rafael Urena;Fiendsmith;Bystial;8
YCS;NA;Top 64;Orlando Florida;Mario Angelo De Micco;Fiendsmith;Bystial;8
YCS;NA;Top 64;Orlando Florida;Carlos Gabriel Baez Velez;Maliss;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;James Miles Valentino;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Minsu Park;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Micheal Kyle Walters;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Andrew Colin Williams;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Michael Joseph Ehresman;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Richard N. NJ An;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Jean Paul Alberto Perez Alonzo;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Matthew Evan Harris Vanden;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Duncan Henry Tucker;Maliss;Bystial;8
YCS;NA;Top 64;Orlando Florida;Stephen Scott Klaus;Mermail;No Engine;8
YCS;NA;Top 64;Orlando Florida;Sebastian Andres Sanchez;Primite;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Justin Chase Russell;Ryzeal;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;Shaw Rai;Ryzeal;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;Logan Patrick Johnson;Ryzeal;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;Mi Blythe Windus;Ryzeal;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;John Alexander Wilkin;Ryzeal;Fiendsmith;8
YCS;NA;Top 64;Orlando Florida;Johnson Mitchell Griggs;Ryzeal;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Bailey Chandler Peters;Ryzeal;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Giancarlo Valdez Tolentino;Ryzeal;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Julian Andrew Cresto;Ryzeal;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Rolando Yahir Lourido Matos;Ryzeal;Fiendsmith Bystial;8
YCS;NA;Top 64;Orlando Florida;Daniel Coto Grosser;Ryzeal;Mitsurugi;8
YCS;NA;Top 64;Orlando Florida;Steven Trifunoski;Ryzeal;Mitsurugi;8
YCS;NA;Top 64;Orlando Florida;Nathan Shigeo Shimada;Ryzeal;Mitsurugi;8
YCS;NA;Top 64;Orlando Florida;Carlos Daniel Marrero Cortina;Ryzeal;Mitsurugi;8
YCS;NA;Top 64;Orlando Florida;Luka Kovac;Ryzeal;No Engine;8
YCS;NA;Top 64;Orlando Florida;Steven Santoli;Ryzeal;No Engine;8
YCS;NA;Top 64;Orlando Florida;Trevor Lee McInnes;Tenpai Dragon;Fiendsmith Bystial;8
Regional;NA;1st;Lubbock Texas;Israel Figueroa;Maliss;Bystial;8
Regional;NA;2nd;Lubbock Texas;Caden Ricky Mau;Maliss;No Engine;8
Regional;NA;Top 4;Lubbock Texas;Tyler Ray Wilson;Crystron;No Engine;8
Regional;NA;Top 8;Lubbock Texas;Brian Lee Perez;Maliss;No Engine;8
Regional;NA;Top 8;Lubbock Texas;Ramon Matthew Turner Jr.;White Forest;Azamina;8
Regional;NA;Top 8;Lubbock Texas;Roberto Carlos Flotte;Ryzeal;Fiendsmith;8
Regional;NA;1st;Winnipeg MB Canada;Gabriel Christopher Noel Neapew;Crystron;No Engine;8
Regional;NA;Top 4;Winnipeg MB Canada;Rob Chester Nava Domingo;Maliss;Bystial;8
Regional;NA;Top 8;Winnipeg MB Canada;Eric John Frederick Niemi;Ryzeal;Fiendsmith;8
Regional;NA;Top 8;Winnipeg MB Canada;Joshua Zachary Smith;White Forest;Azamina;8
Regional;NA;Top 8;Winnipeg MB Canada;Jeremiah Stephen Pagulayan;Ryzeal;Mitsurugi;8
Regional;NA;Top 8;Winnipeg MB Canada;Joshua Donald Chicago;Kashtira;Fiendsmith;8
Regional;SA;1st;Buenos Aires Argentina;Leandro Riolo;Ryzeal;Fiendsmith;8
Regional;SA;2nd;Buenos Aires Argentina;Tomas Dughera;Ryzeal;Fiendsmith;8
Regional;SA;Top 4;Buenos Aires Argentina;Luis Sequera;Mermail;No Engine;8
Regional;SA;Top 4;Buenos Aires Argentina;Francisco Zunino;Ryzeal;No Engine;8
Regional;SA;Top 8;Buenos Aires Argentina;Nicolas Caceres;Memento;Goblin Biker;8
Regional;SA;Top 8;Buenos Aires Argentina;Jonathan Mujica;Crystron;Horus;8
Regional;SA;Top 8;Buenos Aires Argentina;Nazareno Leone;Voiceless Voice;No Engine;8
Regional;SA;Top 8;Buenos Aires Argentina;Ezequiel Ledesma -;Tenpai Dragon;Sky Striker;8
Regional;SA;1st;La Paz Bolivia;Eddie Alba;Ryzeal;No Engine;8
Regional;SA;2nd;La Paz Bolivia;Alberzon Ajata;Maliss;No Engine;8
Regional;SA;Top 4;La Paz Bolivia;Jose Estrada;Tenpai Dragon;No Engine;8
Regional;SA;Top 4;La Paz Bolivia;Edson Ramirez;Ryzeal;No Engine;8
Regional;SA;Top 8;La Paz Bolivia;Bacarreza Castro Cristian Carlos;Ogdoadic;Mitsurugi;8
Regional;SA;Top 8;La Paz Bolivia;Alfredo Crespo Bedregal;Maliss;Bystial;8
Regional;SA;1st;Concepción Chile;Jose Pedro Opazo Bustos;Centur-Ion;Bystial;8
Regional;SA;2nd;Concepción Chile;Lucas Eduardo Constanzo Ramirez;Ice Barrier;No Engine;8
Regional;SA;Top 4;Concepción Chile;Benjamin Fernandez Guerra;Ryzeal;Fiendsmith;8
Regional;SA;Top 4;Concepción Chile;Diego Isaac Garrido Contreras;Maliss;No Engine;8
Regional;SA;Top 8;Concepción Chile;Victor Hernan Herrera Merino;Maliss;Sky Striker;8
Regional;SA;Top 8;Concepción Chile;Jose Antonio Castillo Aramundiz;Maliss;No Engine;8
Regional;SA;Top 8;Concepción Chile;Pedro Pablo Gallardo Robinson;Kashtira;Fiendsmith Bystial;8
Regional;SA;Top 8;Concepción Chile;Leonardo Alonso Cisternas;Ryzeal;No Engine;8
Regional;CA;1st;Mexico City Mexico;Misael Garcia Garcia;Maliss;Bystial;8
Regional;CA;2nd;Mexico City Mexico;Sergio Vargas Nava;Salamangreat;No Engine;8
Regional;CA;Top 4;Mexico City Mexico;Angel Ibarra Barcenas;Tenpai Dragon;Fiendsmith Bystial;8
Regional;CA;Top 4;Mexico City Mexico;Francisco Rodrigo Raya Farela;Ryzeal;No Engine;8
Regional;CA;Top 8;Mexico City Mexico;Usbaldo Adan Almendariz Jalomo;Phantom Knight;Goblin Biker;8
Regional;CA;Top 8;Mexico City Mexico;Rodrigo Alonso Barajas;Crystron;Azamina;8
Regional;CA;1st;Panama Panama;Jose Arrocha Castillo;Ryzeal;Mitsurugi;8
Regional;CA;2nd;Panama Panama;Eric Jose Loo Liao;Tenpai Dragon;Kashtira;8
Regional;CA;Top 4;Panama Panama;Ruben Dario Gonzales Carcamo;Ryzeal;Fiendsmith;8
Regional;CA;Top 4;Panama Panama;Anyelo Javier Navarro Castillo;Ryzeal;Fiendsmith;8
Regional;CA;Top 8;Panama Panama;Ariel Duran;Ryzeal;Fiendsmith;8
Regional;CA;Top 8;Panama Panama;Jose Nuñez;Branded;No Engine;8
Regional;CA;Top 8;Panama Panama;Rolando Gordon;Stun;No Engine;8
Regional;CA;Top 8;Panama Panama;Fernando Zhong;Maliss;Bystial;8
Regional;EU;1st;Ireland Dublin;Luke Murtagh ;Memento;No Engine;8
Regional;EU;2nd;Ireland Dublin;Vote4Circular2025;Maliss;Bystial;8
Regional;EU;Top 4;Ireland Dublin;Skua777;Maliss;Azamina;8
Regional;EU;Top 4;Ireland Dublin;Pspy;Ryzeal;Fiendsmith;8
Regional;EU;Top 8;Ireland Dublin;0hgan;Ryzeal;Fiendsmith Bystial;8
Regional;EU;Top 8;Ireland Dublin;Lorcan Dunne;Ryzeal;Mitsurugi;8
Regional;EU;Top 8;Ireland Dublin;_MDgamer;Ryzeal;Fiendsmith;8
Regional;EU;Top 8;Ireland Dublin;Finnian21;Maliss;Bystial;8
Regional;EU;1st;France Antony;Ludovic lefevre ;Ryzeal;No Engine;8
Regional;EU;2nd;France Antony;Gabriel soussi;Maliss;Bystial;8
Regional;EU;Top 4;France Antony;Vincent Hammouche;Ryzeal;Mitsurugi;8
Regional;EU;Top 4;France Antony;Alexandre Diego;Fiendsmith;Runick;8
Regional;EU;Top 8;France Antony;Guillaume Peria;Ryzeal;No Engine;8
Regional;EU;Top 8;France Antony;Dieudonné Muaka;Ryzeal;Fiendsmith;8
Regional;EU;1st;Italy Milano;Giuseppe Tarsitano;Ryzeal;Fiendsmith;8
Regional;EU;2nd;Italy Milano;Giuseppe Marra;Tenpai Dragon;Fiendsmith Bystial;8
Regional;EU;Top 4;Italy Milano;Ronchi Andrea;Ryzeal;Mitsurugi;8
Regional;EU;Top 4;Italy Milano;Daniele Balbo;Yubel;Fiendsmith;8
Regional;EU;Top 8;Italy Milano;Giacomo Sandri;Memento;No Engine;8
Regional;EU;Top 8;Italy Milano;Federico Molin;Ryzeal;No Engine;8
Regional;EU;Top 8;Italy Milano;Luca Grassi;Ryzeal;Fiendsmith;8
Regional;EU;Top 8;Italy Milano;Pietro Masneri;White Forest;Azamina;8
Regional;EU;1st;Italy Roma (RM);Gianni Barone;Ryzeal;Fiendsmith;8
Regional;EU;Top 4;Italy Roma (RM);Luca Manfredini;Maliss;No Engine;8
Regional;EU;Top 8;Italy Roma (RM);Sasha Tirabassi;Tenpai Dragon;Fiendsmith;8
Regional;EU;Top 8;Italy Roma (RM);Giuseppe Mincione;Ryzeal;Fiendsmith;8
Regional;EU;1st;UK Newcastle;Jamie Twigg;Maliss;Bystial;8
Regional;EU;2nd;UK Newcastle;Cameron Whittaker;Ryzeal;Mitsurugi;8
Regional;EU;Top 4;UK Newcastle;Jake McGee;Ryzeal;No Engine;8
Regional;EU;Top 4;UK Newcastle;Nick Hopper ;Ryzeal;Mitsurugi;8
Regional;EU;Top 8;UK Newcastle;Owen Wilson;Ryzeal;Fiendsmith;8
Regional;EU;Top 8;UK Newcastle;Callum Lawrie;Ryzeal;Mitsurugi;8
Regional;EU;Top 8;UK Newcastle;Dan Pearson;Ryzeal;Fiendsmith;8
Regional;EU;1st;Switzerland Winterthur;Tom Luca Menzel;Ryzeal;Mitsurugi;8
Regional;EU;2nd;Switzerland Winterthur;Julian Beltrmae;Maliss;No Engine;8
Regional;EU;Top 4;Switzerland Winterthur;Patrick Schepmann;Ryzeal;No Engine;8
Regional;EU;Top 4;Switzerland Winterthur;Elmahdi Zoubi;Ryzeal;No Engine;8
Regional;EU;Top 8;Switzerland Winterthur;Seiya Yamashita;White Forest;Azamina;8
Regional;EU;Top 8;Switzerland Winterthur;Keanu Kockott;Maliss;No Engine;8
Regional;EU;Top 8;Switzerland Winterthur;Tim Schaffranek;Maliss;Kashtira;8
YCS;EU;1st;BIRMINGHAM EN;Dinh-Kha Bui;Fire King;No Engine;9
YCS;EU;2nd;BIRMINGHAM EN;Shanxiao Wan;Maliss;Bystial;9
YCS;EU;Top 4;BIRMINGHAM EN;Marvin Kammerer;Ryzeal;No Engine;9
YCS;EU;Top 4;BIRMINGHAM EN;Nils Svensson;Mermail;No Engine;9
YCS;EU;Top 8;BIRMINGHAM EN;Danilo Siracusa;Maliss;No Engine;9
YCS;EU;Top 8;BIRMINGHAM EN;Jérémy Servary;Ryzeal;No Engine;9
YCS;EU;Top 8;BIRMINGHAM EN;Thomas Parsons;Ryzeal;No Engine;9
YCS;EU;Top 8;BIRMINGHAM EN;Dominik Strunz;White Forest;Azamina;9
YCS;EU;Top 16;BIRMINGHAM EN;Khaled Kbies;Memento;Fiendsmith;9
YCS;EU;Top 16;BIRMINGHAM EN;Davide Giannoccaro;Memento;No Engine;9
YCS;EU;Top 16;BIRMINGHAM EN;Théo Ruiz;Memento;Fiendsmith;9
YCS;EU;Top 16;BIRMINGHAM EN;Joo-Ho Ahn;Ryzeal;Mitsurugi;9
YCS;EU;Top 16;BIRMINGHAM EN;Noël Hamel;Ryzeal;Fiendsmith;9
YCS;EU;Top 16;BIRMINGHAM EN;Konrad Müller;Ryzeal;Mitsurugi;9
YCS;EU;Top 16;BIRMINGHAM EN;Jonas Rau;Ryzeal;Fiendsmith;9
YCS;EU;Top 16;BIRMINGHAM EN;Jan Hornig;Ryzeal;Fiendsmith;9
YCS;EU;Top 32;BIRMINGHAM EN;Basilis Tsimploulis;Branded;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Cristian Urena;Fiendsmith;Bystial;9
YCS;EU;Top 32;BIRMINGHAM EN;Richard Mortlock;Maliss;Bystial;9
YCS;EU;Top 32;BIRMINGHAM EN;Ben Thornton;Maliss;Bystial;9
YCS;EU;Top 32;BIRMINGHAM EN;Damien Valla;Maliss;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Oden Chaikin-rush;Maliss;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Matthew Collins;Mermail;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Ryan Ross;Ryzeal;Fiendsmith;9
YCS;EU;Top 32;BIRMINGHAM EN;Anthony Lopes;Ryzeal;Fiendsmith;9
YCS;EU;Top 32;BIRMINGHAM EN;Jaro Schaab;Ryzeal;Fiendsmith;9
YCS;EU;Top 32;BIRMINGHAM EN;Alexandre Xu;Ryzeal;Mitsurugi;9
YCS;EU;Top 32;BIRMINGHAM EN;Carl-Philipp Blaschke;Ryzeal;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Cormac Adams;Ryzeal;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Alberto Barzan;Ryzeal;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Adrian Wößner;Ryzeal;No Engine;9
YCS;EU;Top 32;BIRMINGHAM EN;Marco Riese;Ryzeal;Fiendsmith;9
YCS;EU;Top 64;BIRMINGHAM EN;Kyle Wallace;Crystron;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Richard Schaber;Fiendsmith;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Cameron Waddoups;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Alexandre Petitjean;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Gabriel Soussi;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Bart Ladru;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Southen Beau;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Dan Kiernan;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Jack Stocks;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Ryan Amassier;Maliss;Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Tom Kleinegräber;Maliss;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Evgeni Ganev;Maliss;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Pasha Gandomcar;Memento;Fiendsmith;9
YCS;EU;Top 64;BIRMINGHAM EN;Elle Brennan;Memento;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Timoti Baggio;Ryzeal;Fiendsmith;9
YCS;EU;Top 64;BIRMINGHAM EN;Marco Parenti;Ryzeal;Fiendsmith;9
YCS;EU;Top 64;BIRMINGHAM EN;Roselle Thorkildsen;Ryzeal;Fiendsmith;9
YCS;EU;Top 64;BIRMINGHAM EN;Jordan Gallacher;Ryzeal;Mitsurugi;9
YCS;EU;Top 64;BIRMINGHAM EN;Lorenzo Muselli;Ryzeal;Mitsurugi;9
YCS;EU;Top 64;BIRMINGHAM EN;David Atienza;Ryzeal;Mitsurugi;9
YCS;EU;Top 64;BIRMINGHAM EN;Cesare Di Giansante;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Thomas Ferrari;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Gabriel Netz;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Kostis Girtsekis;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Matteo Anelli;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Elmahdi Zoubi;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Gabriel Nill;Ryzeal;No Engine;9
YCS;EU;Top 64;BIRMINGHAM EN;Ben Kreutzkamp;Ryzeal;Trap Trix;9
YCS;EU;Top 64;BIRMINGHAM EN;Giuseppe Marra;Tenpai Dragon;Fiendsmith Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Jack Verma;Tenpai Dragon;Fiendsmith Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Alfie Jenkin;Tenpai Dragon;Fiendsmith Bystial;9
YCS;EU;Top 64;BIRMINGHAM EN;Kristoffer Nielsen;Tenpai Dragon;Fiendsmith Bystial;9
Remote Duel YCS;CA;1st;Remote Duel LATAM;Carlos Rafael Mejia Guardian;Ryzeal;Mitsurugi;9
Remote Duel YCS;CA;2nd;Remote Duel LATAM;Jhon David Guerrero Sanchez;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 4;Remote Duel LATAM;Luciano Jeronimo Bregion;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 4;Remote Duel LATAM;Tomas Dughera;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 8;Remote Duel LATAM;Luis Alfredo Sierra Villa;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 8;Remote Duel LATAM;Oscar Eduardo Espinoza Mendez;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 8;Remote Duel LATAM;Leonardo Nieto Aguirre;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 8;Remote Duel LATAM;Omar Alejandro Viveros Luis;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Sebastian Muralles Quezada;Maliss;Bystial;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Gabriele Villanueva Parasi Jr.;Maliss;Bystial;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Josue Samuel Becerra Duque;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Christopher Alvarado De La O;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Raul Alfredo Valdez Bulus;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Sebastian Alonso Serna Samame;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Gerald Solis Alvarez;Stun;No Engine;9
Remote Duel YCS;CA;Top 16;Remote Duel LATAM;Carlos Jesus Mercado Ramirez;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Franco Persano;Fiendsmith;Bystial;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Alexis Stefano Fabricio Olmedo;Maliss;Bystial;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Moisses David Salas Ramones;Maliss;Bystial;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Cristopher Bernard Penafiel;Ryzeal;No Engine;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Joao Vitor Carreira Machado;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Paulo Roberto Goncalves;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Josias Janael Calvache Ramos;Ryzeal;Fiendsmith;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Paulo Rubim Nepomuceno DaSilva;Ryzeal;Fiendsmith;9
